Percentage served,Time in ms
0,121.463
1,121.463
2,124.559
3,124.559
4,124.559
5,129.736
6,129.736
7,129.736
8,129.736
9,240.406
10,240.406
11,240.406
12,359.444
13,359.444
14,359.444
15,478.752
16,478.752
17,478.752
18,478.752
19,597.789
20,597.789
21,597.789
22,716.129
23,716.129
24,716.129
25,836.231
26,836.231
27,836.231
28,836.231
29,955.476
30,955.476
31,955.476
32,1074.452
33,1074.452
34,1074.452
35,1193.345
36,1193.345
37,1193.345
38,1193.345
39,1312.309
40,1312.309
41,1312.309
42,1431.466
43,1431.466
44,1431.466
45,1550.869
46,1550.869
47,1550.869
48,1550.869
49,1669.828
50,1669.828
51,1669.828
52,1788.242
53,1788.242
54,1788.242
55,1908.309
56,1908.309
57,1908.309
58,1908.309
59,2027.366
60,2027.366
61,2027.366
62,2146.409
63,2146.409
64,2146.409
65,2265.497
66,2265.497
67,2265.497
68,2265.497
69,2384.606
70,2384.606
71,2384.606
72,2502.817
73,2502.817
74,2502.817
75,2622.841
76,2622.841
77,2622.841
78,2622.841
79,2742.172
80,2742.172
81,2742.172
82,2861.204
83,2861.204
84,2861.204
85,2980.193
86,2980.193
87,2980.193
88,2980.193
89,3099.481
90,3099.481
91,3099.481
92,3218.927
93,3218.927
94,3218.927
95,3337.923
96,3337.923
97,3337.923
98,3337.923
99,5788344089836676.000
100,3337.923
