Percentage served,Time in ms
0,123.402
1,127.949
2,127.949
3,131.901
4,131.901
5,235.526
6,235.526
7,237.667
8,237.667
9,346.232
10,346.232
11,346.967
12,346.967
13,454.809
14,454.809
15,457.498
16,457.498
17,565.845
18,565.845
19,567.203
20,567.203
21,674.280
22,674.280
23,676.688
24,676.688
25,782.067
26,782.067
27,782.446
28,782.446
29,888.481
30,888.481
31,890.336
32,890.336
33,995.366
34,995.366
35,996.946
36,996.946
37,1102.232
38,1102.232
39,1103.774
40,1103.774
41,1208.099
42,1208.099
43,1210.454
44,1210.454
45,1315.983
46,1315.983
47,1317.270
48,1317.270
49,1433.257
50,1433.257
51,1549.543
52,1549.543
53,1666.367
54,1666.367
55,1785.459
56,1785.459
57,1904.541
58,1904.541
59,2023.475
60,2023.475
61,2142.366
62,2142.366
63,2261.425
64,2261.425
65,2380.388
66,2380.388
67,2499.485
68,2499.485
69,2618.464
70,2618.464
71,2737.684
72,2737.684
73,2856.859
74,2856.859
75,2976.085
76,2976.085
77,3095.285
78,3095.285
79,3214.518
80,3214.518
81,3334.157
82,3334.157
83,3453.103
84,3453.103
85,3571.797
86,3571.797
87,3690.824
88,3690.824
89,3809.795
90,3809.795
91,3928.430
92,3928.430
93,4046.253
94,4046.253
95,4166.372
96,4166.372
97,4284.913
98,4284.913
99,5788344089836676.000
100,4284.913
