Percentage served,Time in ms
0,581.728
1,581.728
2,581.728
3,581.728
4,581.728
5,587.643
6,587.643
7,587.643
8,587.643
9,587.643
10,587.643
11,587.643
12,587.643
13,587.643
14,587.643
15,590.656
16,590.656
17,590.656
18,590.656
19,590.656
20,590.656
21,590.656
22,590.656
23,590.656
24,590.656
25,1155.041
26,1155.041
27,1155.041
28,1155.041
29,1155.041
30,1155.041
31,1155.041
32,1155.041
33,1155.041
34,1155.041
35,1160.962
36,1160.962
37,1160.962
38,1160.962
39,1160.962
40,1160.962
41,1160.962
42,1160.962
43,1160.962
44,1160.962
45,1728.430
46,1728.430
47,1728.430
48,1728.430
49,1728.430
50,1728.430
51,1728.430
52,1728.430
53,1728.430
54,1728.430
55,1734.158
56,1734.158
57,1734.158
58,1734.158
59,1734.158
60,1734.158
61,1734.158
62,1734.158
63,1734.158
64,1734.158
65,2301.721
66,2301.721
67,2301.721
68,2301.721
69,2301.721
70,2301.721
71,2301.721
72,2301.721
73,2301.721
74,2301.721
75,2875.145
76,2875.145
77,2875.145
78,2875.145
79,2875.145
80,2875.145
81,2875.145
82,2875.145
83,2875.145
84,2875.145
85,3448.390
86,3448.390
87,3448.390
88,3448.390
89,3448.390
90,3448.390
91,3448.390
92,3448.390
93,3448.390
94,3448.390
95,3544139754885357.500
96,3544139754885357.500
97,3544139754885357.500
98,3544139754885357.500
99,3544139754885357.500
100,3448.390
