Percentage served,Time in ms
0,123.042
1,128.417
2,128.417
3,132.508
4,236.445
5,236.987
6,236.987
7,344.705
8,345.486
9,345.486
10,455.155
11,455.921
12,455.921
13,563.614
14,565.312
15,674.365
16,674.365
17,674.928
18,783.119
19,783.119
20,784.774
21,893.631
22,893.631
23,894.151
24,1002.752
25,1003.565
26,1003.565
27,1111.280
28,1112.925
29,1112.925
30,1222.183
31,1222.669
32,1222.669
33,1331.351
34,1332.166
35,1440.061
36,1440.061
37,1441.681
38,1550.670
39,1550.670
40,1551.184
41,1659.817
42,1659.817
43,1660.516
44,1768.512
45,1770.123
46,1770.123
47,1877.599
48,1878.860
49,1878.860
50,1999.108
51,2117.934
52,2117.934
53,2238.785
54,2358.302
55,2477.843
56,2477.843
57,2597.115
58,2717.902
59,2717.902
60,2838.200
61,2957.463
62,2957.463
63,3078.832
64,3198.141
65,3318.092
66,3318.092
67,3438.343
68,3558.008
69,3558.008
70,3677.056
71,3798.395
72,3798.395
73,3918.234
74,4039.169
75,4158.257
76,4158.257
77,4278.090
78,4395.008
79,4395.008
80,4511.069
81,4629.101
82,4629.101
83,4745.805
84,4861.701
85,4979.507
86,4979.507
87,5095.535
88,5213.489
89,5213.489
90,5330.476
91,5447.863
92,5447.863
93,5564.618
94,5681.553
95,5798.370
96,5798.370
97,5915.187
98,6031.123
99,6031.123
100,6031.123
