Percentage served,Time in ms
0,575.111
1,575.111
2,578.067
3,578.067
4,591.447
5,591.447
6,591.447
7,1148.397
8,1148.397
9,1164.517
10,1164.517
11,1164.517
12,1721.829
13,1721.829
14,1737.906
15,1737.906
16,1737.906
17,2295.119
18,2295.119
19,2311.102
20,2311.102
21,2311.102
22,2868.435
23,2868.435
24,3441.659
25,3441.659
26,3441.659
27,4014.931
28,4014.931
29,4588.112
30,4588.112
31,4588.112
32,5161.539
33,5161.539
34,5734.771
35,5734.771
36,5734.771
37,6308.526
38,6308.526
39,6882.046
40,6882.046
41,6882.046
42,7455.308
43,7455.308
44,8028.635
45,8028.635
46,8028.635
47,8601.939
48,8601.939
49,9175.175
50,9175.175
51,9175.175
52,9748.712
53,9748.712
54,10322.026
55,10322.026
56,10322.026
57,10895.407
58,10895.407
59,11468.736
60,11468.736
61,11468.736
62,12042.182
63,12042.182
64,12615.475
65,12615.475
66,12615.475
67,13188.778
68,13188.778
69,13762.068
70,13762.068
71,13762.068
72,14335.340
73,14335.340
74,14908.667
75,14908.667
76,14908.667
77,15481.950
78,15481.950
79,16055.290
80,16055.290
81,16055.290
82,16628.590
83,16628.590
84,17201.818
85,17201.818
86,17201.818
87,17775.078
88,17775.078
89,18348.407
90,18348.407
91,18348.407
92,18921.717
93,18921.717
94,19495.096
95,19495.096
96,19495.096
97,20068.449
98,20068.449
99,3544139754885357.500
100,20068.449
