Percentage served,Time in ms
0,576.308
1,590.905
2,590.905
3,592.957
4,1149.565
5,1166.191
6,1166.191
7,1722.834
8,1739.337
9,1739.337
10,2296.206
11,2312.576
12,2312.576
13,2869.715
14,2886.389
15,3442.728
16,3442.728
17,3459.609
18,4015.891
19,4015.891
20,4032.919
21,4589.306
22,4589.306
23,4606.127
24,5162.852
25,5179.386
26,5179.386
27,5736.124
28,5752.646
29,5752.646
30,6309.411
31,6325.800
32,6325.800
33,6882.697
34,6898.984
35,7455.968
36,7455.968
37,7472.174
38,8029.282
39,8029.282
40,8045.430
41,8602.545
42,8602.545
43,8618.615
44,9175.884
45,9191.815
46,9191.815
47,9749.204
48,9765.033
49,9765.033
50,10322.583
51,10338.317
52,10338.317
53,10895.973
54,10911.525
55,11469.240
56,11469.240
57,11484.720
58,12042.519
59,12042.519
60,12057.377
61,12615.912
62,12615.912
63,13189.179
64,13762.547
65,14335.875
66,14335.875
67,14909.242
68,15482.509
69,15482.509
70,16055.771
71,16629.025
72,16629.025
73,17202.363
74,17793.433
75,18366.928
76,18366.928
77,18940.253
78,19513.502
79,19513.502
80,20086.844
81,20660.096
82,20660.096
83,21233.471
84,21806.812
85,22380.148
86,22380.148
87,22953.698
88,23527.480
89,23527.480
90,24100.944
91,24674.458
92,24674.458
93,25247.806
94,25821.174
95,26394.581
96,26394.581
97,26967.921
98,27541.186
99,27541.186
100,27541.186
