Percentage served,Time in ms
0,119.935
1,125.454
2,125.454
3,127.852
4,127.852
5,229.729
6,231.989
7,231.989
8,337.842
9,337.842
10,338.011
11,443.849
12,443.849
13,445.646
14,445.646
15,551.789
16,552.301
17,552.301
18,658.629
19,658.629
20,659.597
21,764.847
22,764.847
23,767.327
24,767.327
25,872.209
26,873.932
27,873.932
28,979.420
29,979.420
30,980.559
31,1086.139
32,1086.139
33,1087.539
34,1087.539
35,1192.805
36,1194.199
37,1194.199
38,1299.722
39,1299.722
40,1301.117
41,1405.624
42,1405.624
43,1407.900
44,1407.900
45,1513.589
46,1514.644
47,1514.644
48,1619.355
49,1619.355
50,1621.516
51,1727.226
52,1727.226
53,1728.366
54,1728.366
55,1833.986
56,1835.321
57,1835.321
58,1940.592
59,1940.592
60,1941.968
61,2046.427
62,2046.427
63,2048.658
64,2048.658
65,2154.102
66,2155.256
67,2155.256
68,2260.676
69,2260.676
70,2262.100
71,2366.528
72,2366.528
73,2367.912
74,2367.912
75,2474.578
76,2475.947
77,2475.947
78,2581.972
79,2581.972
80,2582.479
81,2689.318
82,2689.318
83,2691.083
84,2691.083
85,2796.818
86,2797.308
87,2797.308
88,2904.154
89,2904.154
90,2905.880
91,3025.236
92,3025.236
93,3144.336
94,3144.336
95,3262.808
96,3383.013
97,3383.013
98,3500.575
99,3500.575
100,3500.575
