Percentage served,Time in ms
0,119.871
1,119.871
2,127.754
3,127.754
4,129.279
5,129.279
6,129.279
7,237.247
8,237.247
9,238.041
10,238.041
11,238.041
12,343.986
13,343.986
14,344.823
15,344.823
16,344.823
17,451.104
18,451.104
19,451.897
20,451.897
21,451.897
22,557.454
23,557.454
24,559.170
25,559.170
26,559.170
27,666.074
28,666.074
29,666.603
30,666.603
31,666.603
32,774.742
33,774.742
34,775.463
35,775.463
36,775.463
37,883.480
38,883.480
39,884.173
40,884.173
41,884.173
42,991.923
43,991.923
44,992.695
45,992.695
46,992.695
47,1098.535
48,1098.535
49,1100.209
50,1100.209
51,1100.209
52,1207.065
53,1207.065
54,1207.589
55,1207.589
56,1207.589
57,1314.180
58,1314.180
59,1315.810
60,1315.810
61,1315.810
62,1423.252
63,1423.252
64,1423.726
65,1423.726
66,1423.726
67,1530.727
68,1530.727
69,1530.762
70,1530.762
71,1530.762
72,1638.372
73,1638.372
74,1638.812
75,1638.812
76,1638.812
77,1746.159
78,1746.159
79,1747.225
80,1747.225
81,1747.225
82,1853.846
83,1853.846
84,1854.631
85,1854.631
86,1854.631
87,1974.045
88,1974.045
89,2093.655
90,2093.655
91,2093.655
92,2213.363
93,2213.363
94,2332.300
95,2332.300
96,2332.300
97,2452.460
98,2452.460
99,5788344089836676.000
100,2452.460
