Percentage served,Time in ms
0,582.694
1,590.456
2,590.456
3,593.720
4,593.720
5,1156.071
6,1156.071
7,1163.815
8,1163.815
9,1729.463
10,1729.463
11,1737.241
12,1737.241
13,2302.819
14,2302.819
15,2310.495
16,2310.495
17,2876.074
18,2876.074
19,2883.674
20,2883.674
21,3449.360
22,3449.360
23,3456.639
24,3456.639
25,4022.665
26,4022.665
27,4596.055
28,4596.055
29,5169.350
30,5169.350
31,5742.669
32,5742.669
33,6316.453
34,6316.453
35,6889.767
36,6889.767
37,7463.062
38,7463.062
39,8036.272
40,8036.272
41,8609.505
42,8609.505
43,9182.912
44,9182.912
45,9756.180
46,9756.180
47,10329.664
48,10329.664
49,10902.892
50,10902.892
51,11476.175
52,11476.175
53,12049.443
54,12049.443
55,12622.683
56,12622.683
57,13195.924
58,13195.924
59,13769.279
60,13769.279
61,14342.588
62,14342.588
63,14915.858
64,14915.858
65,15489.148
66,15489.148
67,16062.367
68,16062.367
69,16635.713
70,16635.713
71,17208.877
72,17208.877
73,17782.211
74,17782.211
75,18355.425
76,18355.425
77,18928.729
78,18928.729
79,19502.011
80,19502.011
81,20075.352
82,20075.352
83,20648.639
84,20648.639
85,21221.952
86,21221.952
87,21795.269
88,21795.269
89,22368.563
90,22368.563
91,22941.775
92,22941.775
93,23515.026
94,23515.026
95,24088.422
96,24088.422
97,24661.725
98,24661.725
99,3544139754885357.500
100,24661.725
