Percentage served,Time in ms
0,118.584
1,118.584
2,118.584
3,118.584
4,118.584
5,127.220
6,127.220
7,127.220
8,127.220
9,127.220
10,127.220
11,127.220
12,127.220
13,127.220
14,127.220
15,129.695
16,129.695
17,129.695
18,129.695
19,129.695
20,129.695
21,129.695
22,129.695
23,129.695
24,129.695
25,234.815
26,234.815
27,234.815
28,234.815
29,234.815
30,234.815
31,234.815
32,234.815
33,234.815
34,234.815
35,350.581
36,350.581
37,350.581
38,350.581
39,350.581
40,350.581
41,350.581
42,350.581
43,350.581
44,350.581
45,466.800
46,466.800
47,466.800
48,466.800
49,466.800
50,466.800
51,466.800
52,466.800
53,466.800
54,466.800
55,582.170
56,582.170
57,582.170
58,582.170
59,582.170
60,582.170
61,582.170
62,582.170
63,582.170
64,582.170
65,699.305
66,699.305
67,699.305
68,699.305
69,699.305
70,699.305
71,699.305
72,699.305
73,699.305
74,699.305
75,815.446
76,815.446
77,815.446
78,815.446
79,815.446
80,815.446
81,815.446
82,815.446
83,815.446
84,815.446
85,930.537
86,930.537
87,930.537
88,930.537
89,930.537
90,930.537
91,930.537
92,930.537
93,930.537
94,930.537
95,5788344089836676.000
96,5788344089836676.000
97,5788344089836676.000
98,5788344089836676.000
99,5788344089836676.000
100,930.537
