Percentage served,Time in ms
0,121.566
1,122.510
2,131.631
3,228.355
4,230.247
5,336.019
6,336.790
7,441.993
8,443.877
9,549.566
10,550.952
11,656.888
12,657.693
13,765.525
14,765.593
15,872.809
16,873.432
17,979.289
18,981.361
19,1087.787
20,1087.968
21,1194.523
22,1196.707
23,1303.910
24,1304.565
25,1411.639
26,1412.617
27,1518.113
28,1519.029
29,1626.597
30,1627.595
31,1734.501
32,1735.526
33,1842.153
34,1843.200
35,1949.030
36,1950.945
37,2057.884
38,2058.043
39,2166.897
40,2168.236
41,2274.716
42,2275.696
43,2382.562
44,2382.917
45,2502.045
46,2623.140
47,2743.164
48,2862.442
49,2983.475
50,3103.395
51,3223.388
52,3342.695
53,3462.927
54,3583.521
55,3703.290
56,3823.040
57,3942.316
58,4063.257
59,4183.139
60,4303.119
61,4422.837
62,4542.110
63,4662.745
64,4781.613
65,4902.317
66,5021.390
67,5141.389
68,5261.931
69,5381.874
70,5500.695
71,5621.334
72,5740.658
73,5861.537
74,5981.456
75,6101.258
76,6221.046
77,6339.999
78,6460.961
79,6580.860
80,6706.952
81,6872.649
82,6991.733
83,7113.138
84,7232.727
85,7352.327
86,7471.257
87,7591.263
88,7711.407
89,7830.762
90,7950.286
91,8069.774
92,8189.784
93,8309.512
94,8429.047
95,8548.547
96,8667.899
97,8786.447
98,8906.974
99,9026.626
100,9026.626
