Percentage served,Time in ms
0,574.159
1,574.159
2,574.159
3,574.159
4,588.805
5,588.805
6,588.805
7,588.805
8,588.805
9,588.805
10,591.893
11,591.893
12,591.893
13,591.893
14,591.893
15,591.893
16,591.893
17,1147.486
18,1147.486
19,1147.486
20,1147.486
21,1147.486
22,1147.486
23,1147.486
24,1720.944
25,1720.944
26,1720.944
27,1720.944
28,1720.944
29,1720.944
30,2294.066
31,2294.066
32,2294.066
33,2294.066
34,2294.066
35,2294.066
36,2294.066
37,2867.440
38,2867.440
39,2867.440
40,2867.440
41,2867.440
42,2867.440
43,2867.440
44,3440.812
45,3440.812
46,3440.812
47,3440.812
48,3440.812
49,3440.812
50,4014.070
51,4014.070
52,4014.070
53,4014.070
54,4014.070
55,4014.070
56,4014.070
57,4587.425
58,4587.425
59,4587.425
60,4587.425
61,4587.425
62,4587.425
63,4587.425
64,5160.885
65,5160.885
66,5160.885
67,5160.885
68,5160.885
69,5160.885
70,5734.275
71,5734.275
72,5734.275
73,5734.275
74,5734.275
75,5734.275
76,5734.275
77,6307.520
78,6307.520
79,6307.520
80,6307.520
81,6307.520
82,6307.520
83,6307.520
84,6880.811
85,6880.811
86,6880.811
87,6880.811
88,6880.811
89,6880.811
90,7454.135
91,7454.135
92,7454.135
93,7454.135
94,7454.135
95,7454.135
96,7454.135
97,3544139754885357.500
98,3544139754885357.500
99,3544139754885357.500
100,7454.135
