Percentage served,Time in ms
0,574.627
1,574.627
2,577.620
3,577.620
4,577.620
5,1148.021
6,1148.021
7,1148.021
8,1148.021
9,1721.855
10,1721.855
11,1721.855
12,2295.150
13,2295.150
14,2295.150
15,2868.518
16,2868.518
17,2868.518
18,2868.518
19,3441.742
20,3441.742
21,3441.742
22,4015.040
23,4015.040
24,4015.040
25,4588.497
26,4588.497
27,4588.497
28,4588.497
29,5161.834
30,5161.834
31,5161.834
32,5735.209
33,5735.209
34,5735.209
35,6308.531
36,6308.531
37,6308.531
38,6308.531
39,6881.903
40,6881.903
41,6881.903
42,7455.271
43,7455.271
44,7455.271
45,8028.571
46,8028.571
47,8028.571
48,8028.571
49,8602.049
50,8602.049
51,8602.049
52,9175.353
53,9175.353
54,9175.353
55,9748.676
56,9748.676
57,9748.676
58,9748.676
59,10321.952
60,10321.952
61,10321.952
62,10895.319
63,10895.319
64,10895.319
65,11468.624
66,11468.624
67,11468.624
68,11468.624
69,12041.959
70,12041.959
71,12041.959
72,12615.289
73,12615.289
74,12615.289
75,13188.583
76,13188.583
77,13188.583
78,13188.583
79,13761.826
80,13761.826
81,13761.826
82,14335.051
83,14335.051
84,14335.051
85,14908.523
86,14908.523
87,14908.523
88,14908.523
89,15482.540
90,15482.540
91,15482.540
92,16055.950
93,16055.950
94,16055.950
95,16629.444
96,16629.444
97,16629.444
98,16629.444
99,3544139754885357.500
100,16629.444
