Percentage served,Time in ms
0,588.089
1,588.089
2,588.089
3,588.089
4,588.113
5,588.113
6,588.113
7,588.113
8,588.113
9,588.113
10,588.159
11,588.159
12,588.159
13,588.159
14,588.159
15,588.159
16,588.159
17,588.161
18,588.161
19,588.161
20,588.161
21,588.161
22,588.161
23,588.161
24,588.241
25,588.241
26,588.241
27,588.241
28,588.241
29,588.241
30,588.274
31,588.274
32,588.274
33,588.274
34,588.274
35,588.274
36,588.274
37,588.284
38,588.284
39,588.284
40,588.284
41,588.284
42,588.284
43,588.284
44,588.453
45,588.453
46,588.453
47,588.453
48,588.453
49,588.453
50,588.806
51,588.806
52,588.806
53,588.806
54,588.806
55,588.806
56,588.806
57,589.636
58,589.636
59,589.636
60,589.636
61,589.636
62,589.636
63,589.636
64,589.652
65,589.652
66,589.652
67,589.652
68,589.652
69,589.652
70,590.352
71,590.352
72,590.352
73,590.352
74,590.352
75,590.352
76,590.352
77,592.796
78,592.796
79,592.796
80,592.796
81,592.796
82,592.796
83,592.796
84,592.946
85,592.946
86,592.946
87,592.946
88,592.946
89,592.946
90,592.993
91,592.993
92,592.993
93,592.993
94,592.993
95,592.993
96,592.993
97,3544139754885357.500
98,3544139754885357.500
99,3544139754885357.500
100,592.993
