Percentage served,Time in ms
0,160.952
1,682.922
2,931.461
3,1182.886
4,1331.914
5,1457.823
6,1660.444
7,1834.958
8,1955.223
9,2078.571
10,2200.238
11,2292.416
12,2425.190
13,2516.145
14,2641.563
15,2724.180
16,2881.165
17,2923.646
18,2986.566
19,3031.614
20,3110.771
21,3180.517
22,3228.635
23,3284.692
24,3313.189
25,3342.666
26,3377.042
27,3424.519
28,3457.610
29,3496.932
30,3542.210
31,3580.851
32,3646.128
33,3721.661
34,3801.239
35,4006.721
36,4120.824
37,4353.161
38,4523.587
39,5072.744
40,5312.447
41,5585.849
42,5729.260
43,5868.290
44,5970.166
45,6076.030
46,6162.209
47,6280.367
48,6341.517
49,6450.777
50,6554.896
51,6637.462
52,6769.958
53,6798.664
54,6844.241
55,6883.080
56,6915.717
57,6983.234
58,7029.054
59,7102.797
60,7235.957
61,7421.763
62,11335.819
63,11338.748
64,11400.175
65,11496.024
66,11588.491
67,11673.215
68,11750.235
69,11790.269
70,11834.762
71,11897.430
72,11965.563
73,12007.686
74,12346.884
75,12412.697
76,12448.951
77,12501.958
78,12741.072
79,12789.454
80,12837.653
81,12892.865
82,13022.296
83,13136.179
84,13185.637
85,13286.205
86,13363.002
87,13454.009
88,13540.122
89,13620.685
90,14063.288
91,14089.577
92,14128.742
93,14204.523
94,14315.763
95,14344.798
96,14386.261
97,14444.850
98,14517.486
99,14559.002
100,14603.298
