Percentage served,Time in ms
0,592.173
1,863.233
2,863.291
3,863.291
4,877.469
5,877.616
6,877.645
7,877.736
8,877.736
9,877.844
10,878.396
11,878.496
12,878.604
13,878.604
14,878.619
15,878.781
16,878.783
17,878.879
18,878.879
19,878.922
20,879.189
21,879.203
22,879.287
23,879.287
24,879.314
25,879.316
26,879.361
27,879.407
28,879.407
29,879.502
30,879.641
31,880.186
32,880.305
33,880.305
34,880.524
35,880.875
36,880.898
37,881.893
38,881.893
39,882.092
40,882.260
41,882.353
42,882.429
43,882.429
44,882.708
45,883.521
46,884.015
47,889.562
48,889.562
49,893.600
50,896.333
51,908.001
52,919.005
53,919.005
54,943.132
55,950.186
56,1009.469
57,1044.317
58,1044.317
59,1044.648
60,1052.470
61,1064.813
62,1079.269
63,1079.269
64,1079.706
65,1083.397
66,1091.377
67,1092.779
68,1092.779
69,1093.232
70,1107.489
71,1110.872
72,1112.481
73,1112.481
74,1125.277
75,1128.952
76,1138.984
77,1145.312
78,1145.312
79,1153.696
80,1156.701
81,1160.196
82,1163.124
83,1163.124
84,1163.694
85,1169.455
86,1216.487
87,1255.627
88,1255.627
89,1284.796
90,1286.289
91,1291.633
92,1292.381
93,1292.381
94,1301.961
95,1310.287
96,1325.880
97,1392.905
98,1392.905
99,1419.487
100,1419.487
