Percentage served,Time in ms
0,118.528
1,118.528
2,118.528
3,118.759
4,118.759
5,118.759
6,118.759
7,118.759
8,118.762
9,118.762
10,118.762
11,118.762
12,118.762
13,118.778
14,118.778
15,118.778
16,118.778
17,118.778
18,118.832
19,118.832
20,118.832
21,118.832
22,118.832
23,118.968
24,118.968
25,118.968
26,118.968
27,118.968
28,118.978
29,118.978
30,118.978
31,118.978
32,118.978
33,118.991
34,118.991
35,118.991
36,118.991
37,118.991
38,119.180
39,119.180
40,119.180
41,119.180
42,119.180
43,119.182
44,119.182
45,119.182
46,119.182
47,119.182
48,119.197
49,119.197
50,119.197
51,119.197
52,119.197
53,119.319
54,119.319
55,119.319
56,119.319
57,119.319
58,119.377
59,119.377
60,119.377
61,119.377
62,119.377
63,128.502
64,128.502
65,128.502
66,128.502
67,128.502
68,180.143
69,180.143
70,180.143
71,180.143
72,180.143
73,180.239
74,180.239
75,180.239
76,180.239
77,180.239
78,180.262
79,180.262
80,180.262
81,180.262
82,180.262
83,180.648
84,180.648
85,180.648
86,180.648
87,180.648
88,180.717
89,180.717
90,180.717
91,180.717
92,180.717
93,180.912
94,180.912
95,180.912
96,180.912
97,180.912
98,5788344089836676.000
99,5788344089836676.000
100,180.912
