Percentage served,Time in ms
0,575.292
1,575.292
2,580.749
3,580.749
4,580.749
5,588.216
6,588.216
7,588.216
8,588.216
9,588.382
10,588.382
11,588.382
12,588.409
13,588.409
14,588.409
15,588.426
16,588.426
17,588.426
18,588.426
19,588.449
20,588.449
21,588.449
22,588.574
23,588.574
24,588.574
25,588.590
26,588.590
27,588.590
28,588.590
29,588.591
30,588.591
31,588.591
32,588.732
33,588.732
34,588.732
35,588.943
36,588.943
37,588.943
38,588.943
39,589.019
40,589.019
41,589.019
42,589.059
43,589.059
44,589.059
45,589.070
46,589.070
47,589.070
48,589.070
49,589.072
50,589.072
51,589.072
52,589.078
53,589.078
54,589.078
55,589.114
56,589.114
57,589.114
58,589.114
59,589.115
60,589.115
61,589.115
62,589.126
63,589.126
64,589.126
65,589.132
66,589.132
67,589.132
68,589.132
69,589.221
70,589.221
71,589.221
72,589.251
73,589.251
74,589.251
75,589.266
76,589.266
77,589.266
78,589.266
79,589.281
80,589.281
81,589.281
82,589.758
83,589.758
84,589.758
85,590.076
86,590.076
87,590.076
88,590.076
89,590.175
90,590.175
91,590.175
92,590.498
93,590.498
94,590.498
95,591.190
96,591.190
97,591.190
98,591.190
99,3544139754885357.500
100,591.190
