Percentage served,Time in ms
0,590.218
1,594.340
2,594.340
3,595.013
4,595.013
5,595.068
6,595.872
7,595.872
8,596.355
9,596.355
10,813.464
11,816.181
12,816.181
13,826.525
14,826.525
15,828.474
16,831.361
17,831.361
18,841.882
19,841.882
20,878.235
21,878.787
22,878.787
23,878.807
24,878.807
25,878.930
26,878.982
27,878.982
28,879.119
29,879.119
30,879.155
31,879.171
32,879.171
33,879.239
34,879.239
35,879.303
36,879.310
37,879.310
38,879.310
39,879.310
40,879.333
41,879.379
42,879.379
43,879.384
44,879.384
45,879.402
46,879.419
47,879.419
48,879.422
49,879.422
50,879.422
51,879.424
52,879.424
53,879.486
54,879.486
55,879.581
56,879.634
57,879.634
58,879.679
59,879.679
60,879.712
61,879.803
62,879.803
63,879.831
64,879.831
65,879.968
66,879.978
67,879.978
68,879.989
69,879.989
70,880.298
71,880.302
72,880.302
73,880.326
74,880.326
75,880.335
76,880.344
77,880.344
78,880.380
79,880.380
80,880.399
81,880.410
82,880.410
83,880.424
84,880.424
85,880.483
86,880.635
87,880.635
88,880.719
89,880.719
90,880.830
91,880.953
92,880.953
93,881.005
94,881.005
95,881.199
96,881.237
97,881.237
98,881.548
99,881.548
100,881.548
