Percentage served,Time in ms
0,136.724
1,206.030
2,207.902
3,208.254
4,208.498
5,208.730
6,209.177
7,212.901
8,233.825
9,239.340
10,239.812
11,241.526
12,276.655
13,278.108
14,278.642
15,291.416
16,293.371
17,304.563
18,323.257
19,347.772
20,354.355
21,362.441
22,380.969
23,393.498
24,414.871
25,450.643
26,452.511
27,484.366
28,502.045
29,521.815
30,569.649
31,600.080
32,638.679
33,671.031
34,681.827
35,686.446
36,716.783
37,720.245
38,723.065
39,729.463
40,731.999
41,740.040
42,745.900
43,760.771
44,789.410
45,791.472
46,801.283
47,815.516
48,823.565
49,825.056
50,844.294
51,844.884
52,847.609
53,848.673
54,866.853
55,882.817
56,900.768
57,902.295
58,982.326
59,1090.106
60,1090.794
61,1091.699
62,1091.858
63,1093.830
64,1120.212
65,1125.073
66,1125.522
67,1128.374
68,1137.720
69,1164.028
70,1180.148
71,1186.352
72,1193.374
73,1198.805
74,1205.682
75,1222.087
76,1229.850
77,1235.467
78,1242.717
79,1243.127
80,1255.326
81,1278.439
82,1291.381
83,1292.627
84,1296.946
85,1306.809
86,1333.794
87,1343.310
88,1343.655
89,1343.745
90,1345.957
91,1361.060
92,1361.161
93,1361.405
94,1362.113
95,1385.990
96,1386.253
97,1386.640
98,1401.740
99,1402.130
100,1402.508
