Percentage served,Time in ms
0,117.104
1,117.104
2,117.104
3,117.104
4,117.105
5,117.105
6,117.105
7,117.105
8,117.105
9,117.105
10,117.168
11,117.168
12,117.168
13,117.168
14,117.168
15,117.168
16,117.168
17,117.183
18,117.183
19,117.183
20,117.183
21,117.183
22,117.183
23,117.183
24,117.237
25,117.237
26,117.237
27,117.237
28,117.237
29,117.237
30,117.302
31,117.302
32,117.302
33,117.302
34,117.302
35,117.302
36,117.302
37,117.342
38,117.342
39,117.342
40,117.342
41,117.342
42,117.342
43,117.342
44,117.363
45,117.363
46,117.363
47,117.363
48,117.363
49,117.363
50,117.367
51,117.367
52,117.367
53,117.367
54,117.367
55,117.367
56,117.367
57,117.384
58,117.384
59,117.384
60,117.384
61,117.384
62,117.384
63,117.384
64,117.430
65,117.430
66,117.430
67,117.430
68,117.430
69,117.430
70,117.478
71,117.478
72,117.478
73,117.478
74,117.478
75,117.478
76,117.478
77,117.496
78,117.496
79,117.496
80,117.496
81,117.496
82,117.496
83,117.496
84,117.631
85,117.631
86,117.631
87,117.631
88,117.631
89,117.631
90,120.561
91,120.561
92,120.561
93,120.561
94,120.561
95,120.561
96,120.561
97,5788344089836676.000
98,5788344089836676.000
99,5788344089836676.000
100,120.561
