Percentage served,Time in ms
0,132.122
1,349.946
2,369.751
3,401.945
4,425.210
5,437.636
6,458.934
7,480.567
8,499.261
9,501.730
10,505.885
11,512.598
12,520.656
13,530.035
14,540.415
15,548.199
16,555.578
17,561.694
18,565.532
19,570.277
20,575.888
21,580.272
22,587.056
23,592.976
24,597.050
25,603.850
26,608.949
27,612.095
28,616.850
29,621.218
30,627.195
31,630.561
32,636.557
33,640.448
34,645.617
35,650.707
36,654.779
37,658.301
38,662.268
39,667.319
40,670.110
41,673.179
42,675.902
43,679.398
44,682.821
45,686.009
46,688.137
47,691.459
48,694.774
49,699.186
50,701.407
51,703.646
52,710.557
53,716.128
54,718.848
55,725.044
56,728.041
57,731.996
58,736.984
59,742.610
60,746.002
61,749.300
62,753.763
63,756.173
64,762.389
65,767.489
66,769.948
67,775.376
68,779.875
69,784.213
70,785.975
71,790.693
72,795.681
73,800.950
74,805.897
75,810.957
76,816.834
77,821.836
78,827.938
79,834.144
80,837.667
81,846.979
82,850.749
83,858.065
84,863.691
85,868.606
86,875.481
87,879.974
88,889.445
89,896.317
90,902.172
91,916.856
92,926.663
93,934.491
94,947.546
95,964.849
96,979.588
97,996.905
98,1031.370
99,1104.464
100,1179.501
