Percentage served,Time in ms
0,589.255
1,589.255
2,589.255
3,589.736
4,589.736
5,589.736
6,589.736
7,589.736
8,589.769
9,589.769
10,589.769
11,589.769
12,589.769
13,589.789
14,589.789
15,589.789
16,589.789
17,589.789
18,589.878
19,589.878
20,589.878
21,589.878
22,589.878
23,589.896
24,589.896
25,589.896
26,589.896
27,589.896
28,589.902
29,589.902
30,589.902
31,589.902
32,589.902
33,589.984
34,589.984
35,589.984
36,589.984
37,589.984
38,590.006
39,590.006
40,590.006
41,590.006
42,590.006
43,590.053
44,590.053
45,590.053
46,590.053
47,590.053
48,590.100
49,590.100
50,590.100
51,590.100
52,590.100
53,590.125
54,590.125
55,590.125
56,590.125
57,590.125
58,590.169
59,590.169
60,590.169
61,590.169
62,590.169
63,590.334
64,590.334
65,590.334
66,590.334
67,590.334
68,591.081
69,591.081
70,591.081
71,591.081
72,591.081
73,591.231
74,591.231
75,591.231
76,591.231
77,591.231
78,591.358
79,591.358
80,591.358
81,591.358
82,591.358
83,592.306
84,592.306
85,592.306
86,592.306
87,592.306
88,593.749
89,593.749
90,593.749
91,593.749
92,593.749
93,606.947
94,606.947
95,606.947
96,606.947
97,606.947
98,3544139754885357.500
99,3544139754885357.500
100,606.947
