Percentage served,Time in ms
0,591.412
1,873.535
2,876.279
3,876.331
4,877.195
5,878.129
6,878.129
7,878.346
8,878.397
9,878.795
10,879.093
11,879.250
12,879.674
13,880.092
14,880.506
15,880.521
16,880.521
17,880.551
18,880.600
19,880.640
20,880.829
21,881.855
22,882.323
23,882.344
24,882.359
25,882.486
26,882.486
27,882.763
28,883.461
29,884.672
30,889.988
31,891.617
32,892.377
33,900.480
34,904.215
35,954.229
36,954.229
37,957.462
38,960.293
39,1046.995
40,1052.734
41,1064.113
42,1075.610
43,1094.280
44,1102.969
45,1105.284
46,1105.284
47,1115.126
48,1116.838
49,1120.712
50,1122.642
51,1124.439
52,1125.177
53,1129.992
54,1147.023
55,1165.400
56,1165.400
57,1175.738
58,1179.190
59,1182.296
60,1185.320
61,1187.605
62,1194.594
63,1208.619
64,1212.401
65,1229.715
66,1229.715
67,1234.648
68,1245.096
69,1254.697
70,1257.535
71,1269.146
72,1287.343
73,1295.873
74,1304.225
75,1305.511
76,1305.511
77,1306.064
78,1306.130
79,1306.381
80,1311.412
81,1312.372
82,1312.734
83,1314.083
84,1314.737
85,1315.064
86,1315.064
87,1318.128
88,1318.340
89,1319.198
90,1323.711
91,1327.024
92,1371.831
93,1372.419
94,1390.949
95,1428.833
96,1428.833
97,1433.998
98,1445.057
99,1476.676
100,1476.676
