Percentage served,Time in ms
0,119.586
1,119.586
2,119.664
3,119.664
4,119.738
5,119.738
6,119.738
7,119.845
8,119.845
9,120.901
10,120.901
11,120.901
12,140.394
13,140.394
14,143.782
15,143.782
16,143.782
17,166.339
18,166.339
19,166.596
20,166.596
21,166.596
22,175.998
23,175.998
24,176.043
25,176.043
26,176.043
27,176.263
28,176.263
29,176.277
30,176.277
31,176.277
32,176.323
33,176.323
34,176.439
35,176.439
36,176.439
37,176.542
38,176.542
39,176.575
40,176.575
41,176.575
42,176.576
43,176.576
44,176.582
45,176.582
46,176.582
47,176.654
48,176.654
49,176.746
50,176.746
51,176.746
52,176.832
53,176.832
54,176.871
55,176.871
56,176.871
57,176.873
58,176.873
59,176.951
60,176.951
61,176.951
62,177.075
63,177.075
64,177.077
65,177.077
66,177.077
67,177.084
68,177.084
69,177.338
70,177.338
71,177.338
72,184.329
73,184.329
74,187.516
75,187.516
76,187.516
77,187.836
78,187.836
79,192.395
80,192.395
81,192.395
82,193.074
83,193.074
84,194.849
85,194.849
86,194.849
87,218.657
88,218.657
89,235.686
90,235.686
91,235.686
92,235.741
93,235.741
94,239.562
95,239.562
96,239.562
97,254.266
98,254.266
99,5788344089836676.000
100,254.266
