Percentage served,Time in ms
0,114.768
1,114.768
2,114.768
3,114.768
4,114.768
5,114.822
6,114.822
7,114.822
8,114.822
9,114.822
10,114.822
11,114.822
12,114.822
13,114.822
14,114.822
15,114.884
16,114.884
17,114.884
18,114.884
19,114.884
20,114.884
21,114.884
22,114.884
23,114.884
24,114.884
25,114.900
26,114.900
27,114.900
28,114.900
29,114.900
30,114.900
31,114.900
32,114.900
33,114.900
34,114.900
35,114.904
36,114.904
37,114.904
38,114.904
39,114.904
40,114.904
41,114.904
42,114.904
43,114.904
44,114.904
45,114.927
46,114.927
47,114.927
48,114.927
49,114.927
50,114.927
51,114.927
52,114.927
53,114.927
54,114.927
55,114.976
56,114.976
57,114.976
58,114.976
59,114.976
60,114.976
61,114.976
62,114.976
63,114.976
64,114.976
65,114.981
66,114.981
67,114.981
68,114.981
69,114.981
70,114.981
71,114.981
72,114.981
73,114.981
74,114.981
75,115.119
76,115.119
77,115.119
78,115.119
79,115.119
80,115.119
81,115.119
82,115.119
83,115.119
84,115.119
85,124.348
86,124.348
87,124.348
88,124.348
89,124.348
90,124.348
91,124.348
92,124.348
93,124.348
94,124.348
95,5788344089836676.000
96,5788344089836676.000
97,5788344089836676.000
98,5788344089836676.000
99,5788344089836676.000
100,124.348
