Percentage served,Time in ms
0,587.908
1,587.908
2,587.908
3,587.908
4,587.908
5,587.913
6,587.913
7,587.913
8,587.913
9,587.913
10,587.913
11,587.913
12,587.913
13,587.913
14,587.913
15,587.932
16,587.932
17,587.932
18,587.932
19,587.932
20,587.932
21,587.932
22,587.932
23,587.932
24,587.932
25,587.937
26,587.937
27,587.937
28,587.937
29,587.937
30,587.937
31,587.937
32,587.937
33,587.937
34,587.937
35,588.033
36,588.033
37,588.033
38,588.033
39,588.033
40,588.033
41,588.033
42,588.033
43,588.033
44,588.033
45,589.226
46,589.226
47,589.226
48,589.226
49,589.226
50,589.226
51,589.226
52,589.226
53,589.226
54,589.226
55,589.314
56,589.314
57,589.314
58,589.314
59,589.314
60,589.314
61,589.314
62,589.314
63,589.314
64,589.314
65,589.812
66,589.812
67,589.812
68,589.812
69,589.812
70,589.812
71,589.812
72,589.812
73,589.812
74,589.812
75,590.445
76,590.445
77,590.445
78,590.445
79,590.445
80,590.445
81,590.445
82,590.445
83,590.445
84,590.445
85,590.931
86,590.931
87,590.931
88,590.931
89,590.931
90,590.931
91,590.931
92,590.931
93,590.931
94,590.931
95,3544139754885357.500
96,3544139754885357.500
97,3544139754885357.500
98,3544139754885357.500
99,3544139754885357.500
100,590.931
