Percentage served,Time in ms
0,584.760
1,584.760
2,587.731
3,587.731
4,589.044
5,589.044
6,589.044
7,589.087
8,589.087
9,589.295
10,589.295
11,589.295
12,589.333
13,589.333
14,589.338
15,589.338
16,589.338
17,589.539
18,589.539
19,589.892
20,589.892
21,589.892
22,590.981
23,590.981
24,591.063
25,591.063
26,591.063
27,591.101
28,591.101
29,591.120
30,591.120
31,591.120
32,591.294
33,591.294
34,591.376
35,591.376
36,591.376
37,591.620
38,591.620
39,591.832
40,591.832
41,591.832
42,591.902
43,591.902
44,592.424
45,592.424
46,592.424
47,592.486
48,592.486
49,592.492
50,592.492
51,592.492
52,592.843
53,592.843
54,593.048
55,593.048
56,593.048
57,593.278
58,593.278
59,593.281
60,593.281
61,593.281
62,593.460
63,593.460
64,796.172
65,796.172
66,796.172
67,812.536
68,812.536
69,815.116
70,815.116
71,815.116
72,815.169
73,815.169
74,815.575
75,815.575
76,815.575
77,816.060
78,816.060
79,816.742
80,816.742
81,816.742
82,816.807
83,816.807
84,826.553
85,826.553
86,826.553
87,830.530
88,830.530
89,831.222
90,831.222
91,831.222
92,831.716
93,831.716
94,833.616
95,833.616
96,833.616
97,834.522
98,834.522
99,3544139754885357.500
100,834.522
