Percentage served,Time in ms
0,139.094
1,175.540
2,175.540
3,175.718
4,175.718
5,176.668
6,176.782
7,176.782
8,176.783
9,176.783
10,200.072
11,200.533
12,200.533
13,200.665
14,200.665
15,200.719
16,200.884
17,200.884
18,200.921
19,200.921
20,200.939
21,200.960
22,200.960
23,200.967
24,200.967
25,201.072
26,201.245
27,201.245
28,201.249
29,201.249
30,201.253
31,201.370
32,201.370
33,201.447
34,201.447
35,201.477
36,201.586
37,201.586
38,201.588
39,201.588
40,201.657
41,201.763
42,201.763
43,201.838
44,201.838
45,201.847
46,201.962
47,201.962
48,201.988
49,201.988
50,202.169
51,202.177
52,202.177
53,202.211
54,202.211
55,202.282
56,202.284
57,202.284
58,202.285
59,202.285
60,202.364
61,202.377
62,202.377
63,202.428
64,202.428
65,202.453
66,202.560
67,202.560
68,202.570
69,202.570
70,202.633
71,202.647
72,202.647
73,202.656
74,202.656
75,202.684
76,202.748
77,202.748
78,202.990
79,202.990
80,203.204
81,205.194
82,205.194
83,282.038
84,282.038
85,282.078
86,282.172
87,282.172
88,289.020
89,289.020
90,290.183
91,290.569
92,290.569
93,292.921
94,292.921
95,293.157
96,294.131
97,294.131
98,294.248
99,294.248
100,294.248
