Percentage served,Time in ms
0,592.184
1,877.805
2,879.201
3,879.201
4,880.221
5,880.552
6,880.901
7,880.909
8,880.909
9,881.216
10,881.285
11,881.464
12,881.494
13,881.494
14,881.646
15,881.700
16,881.754
17,881.831
18,881.831
19,881.835
20,881.933
21,882.251
22,882.260
23,882.260
24,882.278
25,882.295
26,882.535
27,882.689
28,882.689
29,882.912
30,882.933
31,883.163
32,883.195
33,883.195
34,883.604
35,883.690
36,883.975
37,884.168
38,884.168
39,884.176
40,884.237
41,884.286
42,884.437
43,884.437
44,885.705
45,886.490
46,886.850
47,887.883
48,887.883
49,891.913
50,895.010
51,982.019
52,1001.295
53,1001.295
54,1003.798
55,1006.741
56,1007.294
57,1046.186
58,1046.186
59,1048.433
60,1050.614
61,1052.095
62,1056.103
63,1056.103
64,1067.755
65,1070.710
66,1109.314
67,1111.058
68,1111.058
69,1124.881
70,1130.958
71,1150.070
72,1160.975
73,1160.975
74,1161.053
75,1169.428
76,1170.830
77,1177.110
78,1177.110
79,1180.033
80,1185.637
81,1191.035
82,1194.266
83,1194.266
84,1194.497
85,1195.254
86,1196.647
87,1217.591
88,1217.591
89,1231.314
90,1236.434
91,1237.357
92,1264.671
93,1264.671
94,1274.205
95,1280.385
96,1287.219
97,1288.307
98,1288.307
99,1294.751
100,1294.751
