Percentage served,Time in ms
0,142.218
1,142.418
2,142.418
3,142.500
4,142.500
5,142.646
6,142.646
7,142.675
8,142.675
9,142.686
10,142.686
11,142.866
12,142.866
13,142.917
14,142.917
15,142.946
16,142.946
17,142.971
18,142.971
19,143.078
20,143.078
21,143.085
22,143.085
23,143.093
24,143.093
25,143.296
26,143.296
27,143.315
28,143.315
29,143.498
30,143.498
31,194.068
32,194.068
33,194.264
34,194.264
35,194.373
36,194.373
37,194.374
38,194.374
39,194.394
40,194.394
41,194.405
42,194.405
43,194.735
44,194.735
45,194.797
46,194.797
47,194.852
48,194.852
49,195.003
50,195.003
51,195.109
52,195.109
53,195.115
54,195.115
55,195.160
56,195.160
57,195.244
58,195.244
59,195.355
60,195.355
61,195.404
62,195.404
63,195.513
64,195.513
65,195.554
66,195.554
67,231.146
68,231.146
69,231.563
70,231.563
71,248.726
72,248.726
73,250.173
74,250.173
75,250.583
76,250.583
77,250.635
78,250.635
79,250.698
80,250.698
81,250.716
82,250.716
83,250.741
84,250.741
85,253.289
86,253.289
87,253.418
88,253.418
89,254.123
90,254.123
91,254.748
92,254.748
93,255.022
94,255.022
95,255.127
96,255.127
97,255.902
98,255.902
99,5788344089836676.000
100,255.902
