Percentage served,Time in ms
0,588.247
1,588.247
2,588.247
3,588.247
4,588.247
5,588.247
6,588.247
7,588.247
8,588.247
9,588.247
10,588.258
11,588.258
12,588.258
13,588.258
14,588.258
15,588.258
16,588.258
17,588.258
18,588.258
19,588.258
20,588.258
21,588.258
22,588.258
23,588.258
24,588.258
25,588.258
26,588.258
27,588.258
28,588.258
29,588.258
30,588.272
31,588.272
32,588.272
33,588.272
34,588.272
35,588.272
36,588.272
37,588.272
38,588.272
39,588.272
40,588.272
41,588.272
42,588.272
43,588.272
44,588.272
45,588.272
46,588.272
47,588.272
48,588.272
49,588.272
50,588.940
51,588.940
52,588.940
53,588.940
54,588.940
55,588.940
56,588.940
57,588.940
58,588.940
59,588.940
60,588.940
61,588.940
62,588.940
63,588.940
64,588.940
65,588.940
66,588.940
67,588.940
68,588.940
69,588.940
70,590.888
71,590.888
72,590.888
73,590.888
74,590.888
75,590.888
76,590.888
77,590.888
78,590.888
79,590.888
80,590.888
81,590.888
82,590.888
83,590.888
84,590.888
85,590.888
86,590.888
87,590.888
88,590.888
89,590.888
90,3544139754885357.500
91,3544139754885357.500
92,3544139754885357.500
93,3544139754885357.500
94,3544139754885357.500
95,3544139754885357.500
96,3544139754885357.500
97,3544139754885357.500
98,3544139754885357.500
99,3544139754885357.500
100,590.888
