Percentage served,Time in ms
0,131.613
1,278.934
2,279.861
3,280.024
4,280.619
5,313.550
6,313.721
7,314.880
8,315.126
9,331.759
10,332.864
11,340.328
12,344.073
13,355.815
14,357.038
15,385.344
16,390.364
17,402.063
18,402.869
19,405.018
20,411.694
21,421.021
22,425.872
23,431.660
24,437.825
25,439.277
26,442.931
27,446.982
28,448.791
29,463.768
30,464.024
31,464.302
32,465.136
33,465.430
34,466.126
35,478.921
36,499.069
37,500.047
38,500.066
39,500.114
40,500.989
41,501.115
42,501.873
43,502.006
44,502.214
45,502.591
46,504.191
47,507.132
48,507.975
49,509.264
50,528.509
51,536.679
52,537.320
53,537.583
54,537.998
55,539.378
56,549.838
57,550.430
58,553.865
59,553.954
60,554.083
61,555.760
62,557.654
63,574.057
64,578.179
65,580.346
66,582.911
67,583.229
68,584.615
69,584.984
70,585.413
71,585.655
72,588.641
73,597.350
74,597.392
75,609.481
76,609.587
77,611.767
78,612.438
79,613.381
80,614.405
81,615.955
82,616.856
83,616.975
84,620.840
85,623.190
86,623.745
87,631.511
88,633.524
89,633.809
90,635.477
91,636.899
92,638.527
93,639.290
94,646.107
95,663.991
96,666.234
97,670.858
98,671.278
99,672.415
100,672.415
