Percentage served,Time in ms
0,133.055
1,225.741
2,226.084
3,226.084
4,226.304
5,226.382
6,226.434
7,226.954
8,226.954
9,227.383
10,228.212
11,228.532
12,228.659
13,228.659
14,228.681
15,228.916
16,228.983
17,229.018
18,229.018
19,229.204
20,229.340
21,229.395
22,229.427
23,229.427
24,229.436
25,229.501
26,229.534
27,229.575
28,229.575
29,229.657
30,230.421
31,232.888
32,258.466
33,258.466
34,261.976
35,262.028
36,262.819
37,270.204
38,270.204
39,277.082
40,277.721
41,286.808
42,296.803
43,296.803
44,297.625
45,304.569
46,304.652
47,304.772
48,304.772
49,309.435
50,313.646
51,323.480
52,328.256
53,328.256
54,341.460
55,342.693
56,342.707
57,342.733
58,342.733
59,344.519
60,371.313
61,382.494
62,392.564
63,392.564
64,393.778
65,396.199
66,400.706
67,403.792
68,403.792
69,408.687
70,409.219
71,413.952
72,414.036
73,414.036
74,414.074
75,414.831
76,415.355
77,421.828
78,421.828
79,422.390
80,422.661
81,427.628
82,428.834
83,428.834
84,431.761
85,436.870
86,439.517
87,442.869
88,442.869
89,443.762
90,444.950
91,458.597
92,459.412
93,459.412
94,467.679
95,472.376
96,472.797
97,488.007
98,488.007
99,506.272
100,506.272
