Percentage served,Time in ms
0,128.123
1,128.123
2,128.258
3,128.258
4,128.258
5,128.350
6,128.350
7,128.350
8,128.350
9,128.379
10,128.379
11,128.379
12,128.485
13,128.485
14,128.485
15,128.560
16,128.560
17,128.560
18,128.560
19,128.561
20,128.561
21,128.561
22,128.591
23,128.591
24,128.591
25,128.594
26,128.594
27,128.594
28,128.594
29,128.597
30,128.597
31,128.597
32,128.644
33,128.644
34,128.644
35,128.645
36,128.645
37,128.645
38,128.645
39,128.658
40,128.658
41,128.658
42,128.674
43,128.674
44,128.674
45,128.712
46,128.712
47,128.712
48,128.712
49,128.752
50,128.752
51,128.752
52,128.767
53,128.767
54,128.767
55,128.889
56,128.889
57,128.889
58,128.889
59,128.901
60,128.901
61,128.901
62,128.912
63,128.912
64,128.912
65,128.916
66,128.916
67,128.916
68,128.916
69,129.083
70,129.083
71,129.083
72,129.204
73,129.204
74,129.204
75,129.335
76,129.335
77,129.335
78,129.335
79,129.389
80,129.389
81,129.389
82,129.394
83,129.394
84,129.394
85,129.516
86,129.516
87,129.516
88,129.516
89,129.519
90,129.519
91,129.519
92,129.577
93,129.577
94,129.577
95,163.402
96,163.402
97,163.402
98,163.402
99,5788344089836676.000
100,163.402
