Percentage served,Time in ms
0,158.428
1,433.341
2,501.275
3,527.034
4,604.091
5,844.077
6,1007.313
7,1193.309
8,1361.722
9,1579.176
10,1797.869
11,1901.304
12,2014.077
13,2090.711
14,2204.612
15,2563.644
16,2641.653
17,2763.379
18,2860.679
19,2941.229
20,3151.548
21,3232.478
22,3329.942
23,3413.847
24,4759.209
25,4900.007
26,4980.978
27,5086.178
28,5207.465
29,5242.959
30,5346.716
31,5506.692
32,5895.660
33,6165.244
34,6371.442
35,6564.495
36,6639.692
37,6717.512
38,6825.939
39,6964.019
40,7068.457
41,7134.081
42,7332.246
43,7398.901
44,7438.211
45,7533.633
46,7616.784
47,7687.493
48,7768.952
49,7890.554
50,7991.414
51,8110.732
52,8156.814
53,8238.591
54,8401.497
55,14030.923
56,14073.974
57,14079.430
58,14127.124
59,14281.453
60,14343.870
61,14400.739
62,14481.759
63,14530.882
64,14568.742
65,14626.795
66,14914.181
67,14957.654
68,14973.871
69,15035.338
70,15102.837
71,15192.863
72,15324.959
73,15383.831
74,15513.769
75,15585.104
76,15608.785
77,15843.188
78,15862.260
79,15889.620
80,15939.612
81,15985.373
82,16078.059
83,16185.776
84,16243.410
85,16276.863
86,16348.033
87,16437.160
88,16516.092
89,16563.784
90,16585.669
91,16726.014
92,16813.122
93,16902.210
94,16973.605
95,17028.780
96,17084.852
97,17129.715
98,17181.486
99,17225.434
100,17290.763
