Percentage served,Time in ms
0,117.930
1,117.930
2,117.930
3,117.945
4,117.945
5,117.945
6,117.945
7,117.945
8,118.029
9,118.029
10,118.029
11,118.029
12,118.029
13,118.206
14,118.206
15,118.206
16,118.206
17,118.206
18,118.222
19,118.222
20,118.222
21,118.222
22,118.222
23,118.228
24,118.228
25,118.228
26,118.228
27,118.228
28,118.269
29,118.269
30,118.269
31,118.269
32,118.269
33,118.378
34,118.378
35,118.378
36,118.378
37,118.378
38,118.430
39,118.430
40,118.430
41,118.430
42,118.430
43,118.435
44,118.435
45,118.435
46,118.435
47,118.435
48,118.464
49,118.464
50,118.464
51,118.464
52,118.464
53,118.469
54,118.469
55,118.469
56,118.469
57,118.469
58,118.479
59,118.479
60,118.479
61,118.479
62,118.479
63,118.482
64,118.482
65,118.482
66,118.482
67,118.482
68,118.502
69,118.502
70,118.502
71,118.502
72,118.502
73,118.532
74,118.532
75,118.532
76,118.532
77,118.532
78,118.605
79,118.605
80,118.605
81,118.605
82,118.605
83,118.638
84,118.638
85,118.638
86,118.638
87,118.638
88,118.740
89,118.740
90,118.740
91,118.740
92,118.740
93,135.759
94,135.759
95,135.759
96,135.759
97,135.759
98,5788344089836676.000
99,5788344089836676.000
100,135.759
