Percentage served,Time in ms
0,118.135
1,118.135
2,118.135
3,118.135
4,118.221
5,118.221
6,118.221
7,118.221
8,118.221
9,118.221
10,118.390
11,118.390
12,118.390
13,118.390
14,118.390
15,118.390
16,118.390
17,118.496
18,118.496
19,118.496
20,118.496
21,118.496
22,118.496
23,118.496
24,118.512
25,118.512
26,118.512
27,118.512
28,118.512
29,118.512
30,118.552
31,118.552
32,118.552
33,118.552
34,118.552
35,118.552
36,118.552
37,118.583
38,118.583
39,118.583
40,118.583
41,118.583
42,118.583
43,118.583
44,118.641
45,118.641
46,118.641
47,118.641
48,118.641
49,118.641
50,118.641
51,118.641
52,118.641
53,118.641
54,118.641
55,118.641
56,118.641
57,118.651
58,118.651
59,118.651
60,118.651
61,118.651
62,118.651
63,118.651
64,118.658
65,118.658
66,118.658
67,118.658
68,118.658
69,118.658
70,118.674
71,118.674
72,118.674
73,118.674
74,118.674
75,118.674
76,118.674
77,118.743
78,118.743
79,118.743
80,118.743
81,118.743
82,118.743
83,118.743
84,118.824
85,118.824
86,118.824
87,118.824
88,118.824
89,118.824
90,122.184
91,122.184
92,122.184
93,122.184
94,122.184
95,122.184
96,122.184
97,5788344089836676.000
98,5788344089836676.000
99,5788344089836676.000
100,122.184
