Percentage served,Time in ms
0,573.865
1,573.865
2,573.865
3,573.865
4,579.440
5,579.440
6,579.440
7,579.440
8,579.440
9,579.440
10,587.894
11,587.894
12,587.894
13,587.894
14,587.894
15,587.894
16,587.894
17,587.920
18,587.920
19,587.920
20,587.920
21,587.920
22,587.920
23,587.920
24,588.040
25,588.040
26,588.040
27,588.040
28,588.040
29,588.040
30,588.050
31,588.050
32,588.050
33,588.050
34,588.050
35,588.050
36,588.050
37,589.515
38,589.515
39,589.515
40,589.515
41,589.515
42,589.515
43,589.515
44,589.523
45,589.523
46,589.523
47,589.523
48,589.523
49,589.523
50,589.544
51,589.544
52,589.544
53,589.544
54,589.544
55,589.544
56,589.544
57,589.572
58,589.572
59,589.572
60,589.572
61,589.572
62,589.572
63,589.572
64,589.630
65,589.630
66,589.630
67,589.630
68,589.630
69,589.630
70,589.675
71,589.675
72,589.675
73,589.675
74,589.675
75,589.675
76,589.675
77,589.693
78,589.693
79,589.693
80,589.693
81,589.693
82,589.693
83,589.693
84,589.813
85,589.813
86,589.813
87,589.813
88,589.813
89,589.813
90,602.466
91,602.466
92,602.466
93,602.466
94,602.466
95,602.466
96,602.466
97,3544139754885357.500
98,3544139754885357.500
99,3544139754885357.500
100,602.466
