Percentage served,Time in ms
0,131.745
1,266.194
2,266.927
3,267.150
4,267.486
5,267.582
6,267.582
7,267.597
8,267.646
9,268.781
10,269.460
11,283.658
12,283.836
13,284.134
14,285.005
15,286.297
16,286.297
17,288.669
18,289.303
19,289.376
20,293.891
21,294.028
22,294.074
23,294.505
24,304.727
25,310.915
26,310.915
27,314.187
28,314.998
29,315.702
30,317.210
31,318.491
32,323.229
33,335.612
34,340.938
35,357.535
36,357.535
37,358.943
38,378.837
39,386.070
40,403.981
41,414.954
42,417.400
43,433.087
44,434.983
45,440.418
46,440.418
47,441.315
48,443.660
49,457.935
50,457.966
51,462.415
52,462.492
53,465.007
54,465.730
55,466.483
56,466.483
57,468.135
58,468.422
59,471.076
60,475.295
61,482.045
62,482.705
63,483.119
64,483.322
65,483.786
66,483.786
67,485.265
68,485.842
69,486.502
70,490.238
71,491.665
72,491.898
73,506.834
74,507.140
75,507.740
76,507.740
77,509.154
78,514.452
79,516.757
80,517.607
81,518.188
82,518.645
83,518.887
84,519.474
85,519.767
86,519.767
87,520.589
88,522.040
89,522.166
90,522.442
91,528.058
92,528.198
93,535.978
94,541.745
95,541.996
96,541.996
97,543.231
98,549.358
99,566.435
100,566.435
